date,amount
2023-09-01 00:00:00,1200000.0
2023-09-04 00:00:00,100000.0
2023-09-14 00:00:00,37000.0
2023-09-15 00:00:00,100000.0
2023-09-28 00:00:00,150000.0
2023-09-30 00:00:00,20000.0
2023-08-08 00:00:00,190000.0
2023-08-11 00:00:00,1200000.0
2023-10-01 00:00:00,1200000.0
2023-10-25 00:00:00,300000.0
2023-10-25 00:00:00,10000.0
2023-11-01 00:00:00,1200000.0
2023-12-03 00:00:00,1200000.0
2023-12-29 00:00:00,450000.0
2023-12-29 00:00:00,100000.0
2024-01-01 00:00:00,1200000.0
2024-02-02 00:00:00,681015.0
2024-02-02 00:00:00,12045000.0
2024-03-02 00:00:00,1200000.0
2024-04-01 00:00:00,1200000.0
2024-04-03 00:00:00,450000.0
2024-04-13 00:00:00,100101.0
2024-04-14 00:00:00,2000000.0
2024-05-02 00:00:00,1200000.0
2024-05-04 00:00:00,20000.0
2024-05-08 00:00:00,300000.0
2024-05-09 00:00:00,50000.0
2024-05-18 00:00:00,900000.0
2024-05-18 00:00:00,1500000.0
2024-06-03 00:00:00,1200000.0
2024-06-14 00:00:00,200000.0
2024-06-24 00:00:00,200000.0
2024-06-24 00:00:00,2000000.0
2024-07-01 00:00:00,1200000.0
2024-07-02 00:00:00,250000.0
2024-07-14 00:00:00,70000.0
2024-07-15 00:00:00,50000.0
2024-08-02 00:00:00,1200000.0
2024-08-14 00:00:00,4245000.0
2024-08-16 00:00:00,120000.0
2024-08-28 00:00:00,14000.0
2024-09-05 00:00:00,1200000.0
2024-09-24 00:00:00,100000.0
2024-09-27 00:00:00,200000.0
2024-10-01 00:00:00,300000.0
2024-10-03 00:00:00,1200000.0
2024-10-21 00:00:00,247000.0
2024-10-29 00:00:00,300000.0
2024-11-01 15:25:03,24000.0
2024-11-01 18:35:50,307142.0
2024-11-03 11:08:17,1200000.0
2024-11-05 06:09:06,500000.0
