date,amount
2023-09-04 00:00:00,200000.0
2023-09-04 00:00:00,100000.0
2023-09-04 00:00:00,100000.0
2023-09-06 00:00:00,500.0
2023-09-08 00:00:00,50000.0
2023-09-15 00:00:00,513400.0
2023-09-16 00:00:00,2500.0
2023-09-16 00:00:00,100000.0
2023-09-16 00:00:00,5500.0
2023-09-18 00:00:00,250130.0
2023-09-22 00:00:00,500.0
2023-09-23 00:00:00,20000.0
2023-09-24 00:00:00,10000.0
2023-09-26 00:00:00,20000.0
2023-09-28 00:00:00,20000.0
2023-09-30 00:00:00,50000.0
2023-09-30 00:00:00,1000.0
2023-08-03 00:00:00,20000.0
2023-08-08 00:00:00,186450.0
2023-08-12 00:00:00,400000.0
2023-08-12 00:00:00,384000.0
2023-08-14 00:00:00,150000.0
2023-08-16 00:00:00,2500.0
2023-08-16 00:00:00,5500.0
2023-08-18 00:00:00,500.0
2023-08-23 00:00:00,100000.0
2023-08-29 00:00:00,164000.0
2023-10-03 00:00:00,700000.0
2023-10-04 00:00:00,150000.0
2023-10-04 00:00:00,376050.0
2023-10-06 00:00:00,500.0
2023-10-10 00:00:00,500.0
2023-10-16 00:00:00,2500.0
2023-10-16 00:00:00,77682.0
2023-10-16 00:00:00,5500.0
2023-10-25 00:00:00,250000.0
2023-10-25 00:00:00,90053.0
2023-11-01 00:00:00,200000.0
2023-11-01 00:00:00,300000.0
2023-11-02 00:00:00,300318.0
2023-11-06 00:00:00,500.0
2023-11-10 00:00:00,268250.0
2023-11-16 00:00:00,2500.0
2023-11-16 00:00:00,5500.0
2023-12-01 00:00:00,100000.0
2023-12-06 00:00:00,11900.0
2023-12-06 00:00:00,182300.0
2023-12-06 00:00:00,300000.0
2023-12-06 00:00:00,100000.0
2023-12-10 00:00:00,500.0
2023-12-15 00:00:00,100000.0
2023-12-16 00:00:00,2500.0
2023-12-16 00:00:00,5500.0
2023-12-20 00:00:00,300000.0
2023-12-25 00:00:00,77808.0
2023-12-29 00:00:00,100000.0
2023-12-29 00:00:00,337100.0
2023-12-29 00:00:00,111900.0
2023-12-30 00:00:00,100000.0
2024-01-02 00:00:00,200000.0
2024-01-02 00:00:00,400183.0
2024-01-06 00:00:00,500.0
2024-01-08 00:00:00,50000.0
2024-01-09 00:00:00,20000.0
2024-01-09 00:00:00,1000.0
2024-01-09 00:00:00,60000.0
2024-01-09 00:00:00,1000.0
2024-01-12 00:00:00,50178.0
2024-01-12 00:00:00,67000.0
2024-01-13 00:00:00,200000.0
2024-01-14 00:00:00,100000.0
2024-01-14 00:00:00,20000.0
2024-01-16 00:00:00,2500.0
2024-01-16 00:00:00,5500.0
2024-01-23 00:00:00,58000.0
2024-01-23 00:00:00,2500.0
2024-02-02 00:00:00,100000.0
2024-02-02 00:00:00,7845000.0
2024-02-02 00:00:00,6500.0
2024-02-02 00:00:00,3000000.0
2024-02-03 00:00:00,200000.0
2024-02-04 00:00:00,332000.0
2024-02-04 00:00:00,2500.0
2024-02-05 00:00:00,1000000.0
2024-02-05 00:00:00,1000.0
2024-02-06 00:00:00,2000.0
2024-02-10 00:00:00,500.0
2024-02-15 00:00:00,200000.0
2024-02-16 00:00:00,2500.0
2024-02-16 00:00:00,5500.0
2024-03-02 00:00:00,200000.0
2024-03-04 00:00:00,400214.0
2024-03-06 00:00:00,150000.0
2024-03-06 00:00:00,750.0
2024-03-07 00:00:00,145000.0
2024-03-08 00:00:00,35104.0
2024-03-11 00:00:00,200000.0
2024-03-13 00:00:00,60000.0
2024-03-13 00:00:00,1000.0
2024-03-16 00:00:00,2500.0
2024-03-16 00:00:00,5500.0
2024-03-24 00:00:00,22000.0
2024-03-25 00:00:00,5000.0
2024-03-25 00:00:00,10000.0
2024-04-01 00:00:00,200000.0
2024-04-02 00:00:00,100000.0
2024-04-02 00:00:00,1000.0
2024-04-02 00:00:00,20000.0
2024-04-02 00:00:00,261300.0
2024-04-03 00:00:00,188700.0
2024-04-04 00:00:00,150000.0
